"id","SalePrice"
1461,128514.683966667
1462,150586.346933333
1463,184895.1809
1464,186499.381895238
1465,192168.127466667
1466,180679.214407143
1467,171689.756733333
1468,178122.906107143
1469,181744.489433333
1470,129491.381528571
1471,197770.596361905
1472,95719.1060887446
1473,104817.801788745
1474,148544.082185714
1475,128225.715466667
1476,389432.781833333
1477,269246.951504029
1478,314231.669833333
1479,299733.2337
1480,451206.342933333
1481,321756.84229697
1482,208370.7338
1483,183822.426957143
1484,176885.658030159
1485,180045.922966667
1486,196800.877547619
1487,336889.4189
1488,239675.756761172
1489,213498.858766667
1490,213037.631304762
1491,197414.931388889
1492,100123.874347619
1493,188354.477333333
1494,311753.085255556
1495,287020.10895
1496,226313.889819048
1497,184963.957944444
1498,159032.405385714
1499,155500.804366667
1500,163504.675733333
1501,174801.0945
1502,167086.681304762
1503,292520.591816667
1504,230927.769833333
1505,216602.887385714
1506,181083.423766667
1507,241463.004133333
1508,198452.057233333
1509,161950.7463
1510,152488.738211111
1511,150322.3991
1512,164437.0592
1513,149530.568166667
1514,151940.422933333
1515,197525.5617
1516,162527.933033333
1517,150556.637533333
1518,140581.8957
1519,221744.064433333
1520,138954.484033333
1521,143268.817166667
1522,160758.774166667
1523,118513.076133333
1524,121439.588766667
1525,129215.539
1526,128177.4961
1527,112219.0816
1528,126875.713666667
1529,142904.331366667
1530,167012.992825397
1531,143034.056166667
1532,99017.4558333334
1533,137008.7372
1534,120871.751380952
1535,145383.4012
1536,122712.597033333
1537,96670.7480333333
1538,164154.807595238
1539,196902.921495238
1540,119392.7586
1541,142327.481166667
1542,137916.038366667
1543,184910.254733333
1544,87307.4119666667
1545,108189.122266667
1546,126581.068566667
1547,135342.023285714
1548,125171.418233333
1549,119132.3324
1550,137507.879366667
1551,116498.717766667
1552,145265.061066667
1553,141698.534666667
1554,121915.446433333
1555,173020.724666667
1556,107649.0386
1557,106887.341866667
1558,104030.9728
1559,117193.868633333
1560,143426.4385
1561,136955.645
1562,129072.5782
1563,124341.667633333
1564,160547.559
1565,157151.224966667
1566,226879.531033333
1567,89397.7396
1568,212950.4736
1569,157639.604766667
1570,142041.521490476
1571,131693.763190476
1572,140391.252933333
1573,231660.034038095
1574,134190.178233333
1575,212001.964761905
1576,238443.0363
1577,204798.006490476
1578,148837.131933333
1579,148698.198611111
1580,195579.656433333
1581,145075.730133333
1582,128261.371133333
1583,303871.440471429
1584,237017.176866667
1585,140962.936781241
1586,89426.9379
1587,111753.284128571
1588,143296.6326
1589,105540.549633333
1590,132858.55242381
1591,104395.947266667
1592,124434.877866667
1593,123586.294266667
1594,135128.6086
1595,122757.3421
1596,229519.405833333
1597,182667.6173
1598,193971.427466667
1599,185605.129728572
1600,181974.077028571
1601,82024.5132333333
1602,115493.783880952
1603,100834.2327
1604,277734.8838
1605,258137.803266667
1606,164362.591266667
1607,174161.763266667
1608,226219.911585714
1609,199498.425242857
1610,171917.562242857
1611,152403.6557
1612,188217.202
1613,181579.340733333
1614,116974.951147619
1615,92798.799047619
1616,88524.3221333333
1617,92807.0492
1618,125442.935433333
1619,138741.089
1620,181615.5468
1621,154987.783533333
1622,144668.729333333
1623,254859.44805641
1624,224719.3191
1625,128225.9004
1626,173658.3583
1627,185306.361185714
1628,274220.305836364
1629,177998.131466667
1630,302006.688
1631,213787.365933333
1632,247366.399290476
1633,176162.481642857
1634,193688.661533333
1635,183961.755383333
1636,168822.030961905
1637,191030.394866667
1638,197865.6849
1639,181535.863166667
1640,228603.4771
1641,177494.8873
1642,224363.9924
1643,230373.038214286
1644,229136.178523809
1645,190541.313
1646,157912.378452381
1647,163895.702733333
1648,142922.620866667
1649,139836.651866667
1650,123754.479447619
1651,127275.528066667
1652,96786.9826125541
1653,100405.972493507
1654,152979.0704
1655,147756.67357619
1656,147673.241952381
1657,152273.125833333
1658,156742.582255556
1659,132103.199333333
1660,155822.303638095
1661,412600.4524
1662,352366.5899
1663,357065.457764286
1664,423519.082928571
1665,313813.245633333
1666,328851.6918
1667,344009.031147619
1668,335033.89865
1669,293981.6122
1670,344125.23815
1671,251833.091466667
1672,399582.799366667
1673,310705.494233333
1674,253804.051427839
1675,193394.820644444
1676,196533.290715873
1677,208297.876587302
1678,430291.143028572
1679,364740.439961905
1680,326868.477744445
1681,257341.051433333
1682,315825.519866667
1683,192701.799244444
1684,175953.856652381
1685,179985.588580952
1686,174549.906733333
1687,174093.22817619
1688,193693.315147619
1689,192266.114007936
1690,187903.189509524
1691,183047.537733333
1692,276788.056466667
1693,176445.118333333
1694,183164.424266667
1695,173828.3382
1696,261395.726366667
1697,171909.467819048
1698,324880.594122222
1699,334181.962155556
1700,250720.189722222
1701,266095.7072
1702,255868.949689743
1703,262099.90585641
1704,270016.620951793
1705,236977.177033333
1706,391240.589461905
1707,220903.901466667
1708,214664.233219048
1709,271027.941823077
1710,227649.463933333
1711,287650.08562381
1712,266606.81125641
1713,246740.669230303
1714,215571.171319048
1715,207912.468733333
1716,180550.471
1717,167720.703466667
1718,130766.975
1719,210045.135814286
1720,248958.723061172
1721,167047.864833333
1722,126182.7211
1723,159300.253328571
1724,218008.791128571
1725,229810.5546
1726,197605.005033333
1727,178558.10155873
1728,192289.249642857
1729,171581.458114286
1730,161978.031547619
1731,130386.1788
1732,132418.502733333
1733,122178.57842381
1734,131121.037566667
1735,137179.166138095
1736,123886.739533333
1737,294401.5195
1738,225276.543809524
1739,265301.305766667
1740,230551.676039682
1741,192454.053615873
1742,174046.69687619
1743,176447.453833333
1744,277539.229977778
1745,219807.056333333
1746,214808.9761
1747,211570.880133333
1748,205041.339928571
1749,163921.856333333
1750,140146.795966667
1751,217795.381166667
1752,121047.625247619
1753,152384.348266667
1754,192356.148133333
1755,171641.9256
1756,128454.947933333
1757,120932.2657
1758,155359.398166667
1759,158024.909033333
1760,162571.500633333
1761,147596.791666667
1762,180334.473033333
1763,168827.959966667
1764,125790.109766667
1765,168412.036766667
1766,167477.31
1767,200921.610766667
1768,142508.933566667
1769,170294.445766667
1770,148655.106109524
1771,136142.654677778
1772,138687.312133333
1773,142662.904333333
1774,146644.285033333
1775,133966.961633333
1776,121796.356333333
1777,114997.7438
1778,135320.591366667
1779,126649.3958
1780,174987.765366667
1781,131269.9673
1782,107549.8444
1783,139910.564566667
1784,121717.572533333
1785,111535.5877
1786,162450.824833333
1787,166839.267866667
1788,70988.4774333333
1789,101395.976266667
1790,99907.0968
1791,191552.728366667
1792,153180.434666667
1793,147857.200266667
1794,146643.5474
1795,137020.452585714
1796,135486.704442857
1797,116318.5771
1798,132988.007366667
1799,114202.855333333
1800,133628.264866667
1801,130109.497119048
1802,140430.8858
1803,155983.205033333
1804,141571.243461905
1805,138275.722666667
1806,121401.400266667
1807,132469.510333333
1808,129566.755733333
1809,125214.258895238
1810,144823.0587
1811,107861.871566667
1812,103091.931
1813,121270.317566667
1814,102677.245133333
1815,72215.807
1816,108327.833271429
1817,135661.711566667
1818,139770.653866667
1819,128659.930466667
1820,82981.6853
1821,121197.960933333
1822,152155.711152381
1823,67723.1521666667
1824,125366.823390476
1825,141011.973955556
1826,115211.8266
1827,109413.2033
1828,133433.980233333
1829,118345.972
1830,136631.477323809
1831,153276.9634
1832,119036.7133
1833,138285.091333333
1834,132441.272866667
1835,141751.627466667
1836,128892.675233333
1837,98243.8239666667
1838,131639.023133333
1839,104154.115571429
1840,160258.027966667
1841,139641.2128
1842,102185.5555
1843,145663.805
1844,144348.950233333
1845,151000.807133333
1846,158757.802166667
1847,167551.517833333
1848,72742.3954
1849,126608.743666667
1850,130168.2494
1851,146855.4005
1852,128863.06862381
1853,144501.621677778
1854,170739.476766667
1855,167586.556833333
1856,225739.517133333
1857,187024.757666667
1858,139338.726671429
1859,121130.939761905
1860,150104.797614286
1861,121196.745695238
1862,292804.871066667
1863,286099.567566667
1864,286099.567566667
1865,358396.299816666
1866,333751.802154762
1867,235276.416623077
1868,284915.440233333
1869,195422.552961905
1870,234506.590533333
1871,271678.500833333
1872,180011.7784
1873,234221.3911
1874,142797.743966667
1875,205483.518133333
1876,201113.638266667
1877,199916.900566667
1878,219654.328366667
1879,133840.905166667
1880,135959.662333333
1881,243550.272933333
1882,251094.958676191
1883,199223.498533333
1884,212187.707
1885,237817.823189744
1886,278739.313633333
1887,201287.497157143
1888,257802.305199267
1889,176681.567666667
1890,133439.945914286
1891,143438.678519048
1892,113125.105266667
1893,132917.878344444
1894,135916.583633333
1895,146935.72762381
1896,125516.347514286
1897,129199.605828571
1898,123994.1874
1899,143892.739066667
1900,146391.738
1901,159109.688857143
1902,141253.500933333
1903,195926.685233333
1904,141489.408533333
1905,190445.430066667
1906,155083.582866667
1907,190781.558633333
1908,120886.082966667
1909,134856.6421
1910,129943.8375
1911,201352.896866667
1912,277866.219866667
1913,142780.2546
1914,79059.7431
1915,308779.628866667
1916,80157.5983666667
1917,258811.561033333
1918,135939.9714
1919,159380.92927619
