"id","SalePrice"
1461,83590.2161734843
1462,139759.451551866
1463,167333.984393784
1464,182020.608995831
1465,206496.104214693
1466,158564.747860786
1467,177936.160568382
1468,160161.579896556
1469,203854.487046536
1470,114225.569457593
1471,151793.037234432
1472,93254.765421401
1473,87865.6031428737
1474,140828.769290138
1475,100379.282492325
1476,380145.107211556
1477,286054.349268576
1478,315270.908723163
1479,332741.617152
1480,441500.931013089
1481,331862.568861508
1482,234533.378624099
1483,161575.030932827
1484,182138.352513997
1485,203793.818302834
1486,193421.707653479
1487,337293.755832142
1488,227946.994097558
1489,224654.938981929
1490,244804.998485868
1491,202157.666609268
1492,75232.6506538242
1493,254455.318970177
1494,298482.248845764
1495,290377.774645609
1496,242165.291173023
1497,171702.780529047
1498,186365.351876293
1499,163795.106091515
1500,157742.660908266
1501,190963.604984355
1502,139440.410933812
1503,281949.665871573
1504,243698.726340343
1505,226450.257250284
1506,203245.846673883
1507,218239.98007008
1508,195781.096605381
1509,161745.011161811
1510,155690.567458523
1511,159183.928574229
1512,173898.698512528
1513,165443.966160189
1514,159519.924945079
1515,215608.625887127
1516,158905.787460359
1517,157655.65182008
1518,113064.045482175
1519,185484.481904041
1520,130238.181412943
1521,123154.241436267
1522,173459.03963107
1523,105663.901099582
1524,114744.795901508
1525,110764.466494159
1526,96262.4722975396
1527,94186.6772918442
1528,128340.97067074
1529,155177.193731108
1530,220384.780943378
1531,108130.452426319
1532,99331.196283542
1533,156506.678450156
1534,107447.799237354
1535,122325.66552268
1536,106072.030156578
1537,31994.8113602142
1538,168857.627485147
1539,242288.882914823
1540,126817.042257134
1541,148075.320473766
1542,135904.408902401
1543,171322.206843688
1544,86491.0351856156
1545,146307.027287492
1546,151813.656399134
1547,136834.934972319
1548,146377.268283791
1549,131055.09508204
1550,137789.279395434
1551,126536.579697885
1552,116348.446510878
1553,132514.12433808
1554,118089.227849058
1555,150771.158795597
1556,95638.0943441053
1557,91735.3139340168
1558,113261.188927814
1559,80708.5177032996
1560,91161.2548044913
1561,149099.728071453
1562,129942.424902431
1563,124067.389482787
1564,137186.047876037
1565,135979.935705922
1566,232825.960062592
1567,70769.3471050283
1568,219979.369487812
1569,106314.971556425
1570,148012.567462585
1571,106186.230648704
1572,145439.698957039
1573,258061.90545754
1574,131331.987337221
1575,247395.97584812
1576,225825.079827723
1577,227790.089338466
1578,182052.196992489
1579,143934.044499175
1580,195866.386198191
1581,163977.82731438
1582,137945.657613554
1583,272332.293469479
1584,211682.041314158
