"id","SalePrice"
1461,78165.9503420901
1462,144336.402282169
1463,181856.501813173
1464,188809.530840172
1465,207356.148042277
1466,158038.672658589
1467,185357.787203936
1468,161058.730849769
1469,202368.841648895
1470,128606.680360195
1471,136090.897014243
1472,90375.3623841575
1473,81230.7584843713
1474,145880.143136708
1475,100118.670374034
1476,399748.566067143
1477,298014.773564073
1478,330480.983826627
1479,317948.413374665
1480,441756.768555245
1481,319185.459628228
1482,233773.051418442
1483,159127.960015942
1484,174151.208880348
1485,210661.758163392
1486,193239.980186515
1487,330737.586818502
1488,235410.559975984
1489,236088.228411022
1490,238573.786652435
1491,203737.867644216
1492,80115.9375905279
1493,258788.660289617
1494,303340.843812969
1495,292596.83132631
1496,236586.503034788
1497,174620.023975712
1498,189499.310991201
1499,174367.731296057
1500,160195.716318934
1501,187072.616569198
1502,136614.685756499
1503,286765.18563205
1504,253080.743508697
1505,225413.032821398
1506,202732.367658656
1507,215468.201428555
1508,194836.609521588
1509,159783.550402106
1510,158828.66832523
1511,164245.163145365
1512,180066.493347239
1513,172587.06111515
1514,155924.411734955
1515,249662.42220678
1516,154124.682197218
1517,148209.156795011
1518,110367.802442477
1519,170334.692585612
1520,131860.055698798
1521,123203.129554575
1522,165440.802672267
1523,120647.124584492
1524,118455.517580656
1525,117537.283528746
1526,109751.808817076
1527,115168.219660891
1528,132294.579181348
1529,156986.703993183
1530,233625.92566556
1531,114854.366519308
1532,93252.5345538537
1533,134775.356677685
1534,94127.0919624009
1535,116244.526831381
1536,109287.362901717
1537,52644.0103652008
1538,181945.751982331
1539,253258.310056633
1540,119220.991760044
1541,131110.550279144
1542,138435.196607152
1543,146367.25617627
1544,109157.356083842
1545,142399.40411547
1546,177088.346205199
1547,133467.947208783
1548,156339.489390355
1549,131624.922749871
1550,158698.271993889
1551,122374.794016278
1552,141180.903999227
1553,119577.605234555
1554,120157.956074686
1555,157596.14181626
1556,82587.9000633641
1557,104744.735863894
1558,87695.5498033057
1559,84404.2373264812
1560,88632.0864189841
1561,143921.095518345
1562,125562.805794467
1563,107289.7553318
1564,149723.572772014
1565,145854.223095288
1566,238407.227047037
1567,68503.7334542977
1568,198444.791912642
1569,128698.923419762
1570,152141.679955228
1571,110304.414082238
1572,145843.151884933
1573,260622.620166445
1574,126576.751647487
1575,240386.70107358
1576,207311.760840533
1577,246349.00305648
1578,176720.203101433
1579,144370.653391042
1580,201676.602913462
1581,175053.693081182
1582,132805.238905762
1583,276518.950707714
1584,216258.444329663
1585,136067.63054273
1586,48501.8825407661
1587,148346.468416822
1588,172730.354224468
1589,86142.6951318524
1590,124692.66408822
1591,87038.6440814755
1592,153585.955053841
1593,147868.854284951
1594,160121.058066511
1595,107509.379123647
1596,210585.674215607
1597,209020.44351203
1598,219511.785793566
1599,206096.262446115
1600,187507.866157943
1601,86613.9335240426
1602,96420.2879241396
1603,88149.1877075403
1604,269980.208334998
1605,242783.426047385
1606,168522.864530247
1607,167700.951232056
1608,218717.876046585
1609,156099.052684747
1610,127586.458126518
1611,125770.990245865
1612,166953.526629594
1613,170270.011713813
1614,136718.942916931
1615,90652.4577460953
1616,63914.7299968244
1617,91708.4013864778
1618,139828.771877988
1619,145257.302945644
1620,204856.095397349
1621,117978.645978646
1622,151272.130465332
1623,277282.710853749
1624,189148.426173024
1625,111878.781899081
1626,157466.033050624
1627,181068.611044576
1628,276509.190357856
1629,211442.362363841
1630,337322.216041085
1631,259292.351635725
1632,260771.658694968
1633,197688.995954621
1634,187451.111705542
1635,190506.705510687
1636,143249.730301251
1637,190305.542166256
1638,178963.28064884
1639,172423.893985948
1640,256384.284393865
1641,168790.405505375
1642,249204.523499342
1643,209157.619596066
1644,237066.692040912
1645,195534.186997298
1646,167876.36804135
1647,152667.850105502
1648,118614.160913777
1649,129801.217618591
1650,128733.65390205
1651,122981.90508167
1652,93556.3641483388
1653,102055.509556741
1654,145397.977103277
1655,129157.564532803
1656,144011.655611205
1657,160150.740115547
1658,157333.732150715
1659,123012.002221153
1660,167611.90662686
1661,381673.220514911
1662,411249.082927098
1663,379353.388422935
1664,432430.984383914
1665,339787.678771558
1666,304513.560533519
1667,357376.61159628
1668,374737.63243743
1669,349020.641216723
1670,362454.737014021
1671,262559.56950818
1672,394337.710669359
1673,297619.311430663
1674,257102.984033936
1675,191240.723508947
1676,196728.78572294
1677,211066.774828382
1678,452139.681214557
1679,366940.709780672
1680,338983.422809099
1681,294820.80657665
1682,323835.251523061
1683,193902.393953237
1684,168375.521787184
1685,173549.118050035
1686,165710.325472629
1687,182260.472832844
1688,178255.707943026
1689,195348.984520774
1690,194499.846157397
1691,188646.232227613
1692,268054.03842253
1693,205869.442250513
1694,188775.347375326
1695,178406.221781712
1696,239613.634636312
1697,192086.702047416
1698,331739.640818376
1699,351723.868925012
1700,285951.843044084
1701,276524.615894021
1702,230010.418064246
1703,240650.449529567
1704,257872.200135028
1705,266684.828793939
1706,381873.931651844
1707,210871.19768486
1708,210606.514004802
1709,276676.405087715
1710,238272.750075947
1711,276317.631860138
1712,315785.179441462
1713,265870.93895011
1714,207590.428734633
1715,208189.189365888
1716,172100.756144306
1717,187167.689921346
1718,123674.769888321
1719,222128.983289968
1720,259182.745551803
1721,133385.592826414
1722,103321.425898301
1723,173778.005330691
1724,213944.540363151
1725,243580.626103784
1726,185409.99530767
1727,144222.660339637
1728,175268.243279185
1729,189885.687155227
1730,164755.263831067
1731,116452.556391823
1732,145371.306392736
1733,105188.909060221
1734,126298.971065285
1735,129769.11020282
1736,95629.2451019655
1737,293380.005961493
1738,242478.938606697
1739,246286.770601892
1740,204733.602129087
1741,179296.548768138
1742,174312.368994422
1743,169650.562267521
1744,297982.454406883
1745,213607.23479318
1746,230380.100233078
1747,200532.779858119
1748,203257.730090782
1749,141458.838839876
1750,110312.373152687
1751,230051.937909887
1752,125063.266607431
1753,149386.394045385
1754,196437.718255578
1755,160638.653679196
1756,142324.146627335
1757,111353.931824299
1758,178150.613144874
1759,186347.41249218
1760,153325.182729945
1761,132660.297386879
1762,190413.413467037
1763,192007.406614704
1764,122318.236378431
1765,160606.596953693
1766,181107.92560208
1767,188682.311567191
1768,151312.004886058
1769,165981.563775557
1770,173707.710545891
1771,144351.499977984
1772,124399.427653968
1773,147237.564563788
1774,129207.025902682
1775,151871.576839679
1776,143451.379316789
1777,112177.09144104
1778,116896.134627259
1779,119428.563798156
1780,184865.149364685
1781,125683.279283133
1782,62868.4189394512
1783,129978.1854957
1784,118871.847208256
1785,107942.467578567
1786,169737.888239263
1787,141232.632456593
1788,48648.6537116731
1789,87224.3569023205
1790,74911.250212842
1791,172514.107189599
1792,139677.548238712
1793,127390.854024155
1794,184565.96501262
1795,119833.452077445
1796,152610.302096585
1797,102264.842093322
1798,121944.231651012
1799,86148.8887310113
1800,148576.971510618
1801,134740.020894266
1802,136563.699763725
1803,146418.415941548
1804,124849.517250249
1805,124229.688120165
1806,114242.337400362
1807,152973.47485113
1808,124625.339974788
1809,122501.111169556
1810,152905.53357661
1811,92582.2142347105
1812,101918.611664472
1813,120983.244992796
1814,122838.703612075
1815,15553.5990218095
