"id","SalePrice"
1461,11.7602174034572
1462,11.9786579851772
1463,12.0415437205003
1464,12.1666476974104
1465,12.0952580136515
1466,12.0808567620068
1467,12.1095189810026
1468,12.0234376619617
1469,12.1382796250113
1470,11.7192772565304
1471,12.1787181280501
1472,11.46471578164
1473,11.4525982391196
1474,11.8909640251493
1475,11.7322906621289
1476,12.8712679603377
1477,12.3984324626077
1478,12.5114368216209
1479,12.4621371545398
1480,13.2937339742266
1481,12.7879762887894
1482,12.2454217078686
1483,11.9778877829363
1484,12.048664345108
1485,12.1528844745054
1486,12.1464110350461
1487,12.7417375835784
1488,12.3467818489305
1489,12.1613931831112
1490,12.2605252337184
1491,12.1863417926137
1492,11.4136777066422
1493,12.1344753503
1494,12.6441538186173
1495,12.5818295608682
1496,12.3426753687225
1497,12.1495829800502
1498,12.0412232635394
1499,12.01896310778
1500,11.9612969173404
1501,12.1368938567669
1502,11.9311601024616
1503,12.5346416238664
1504,12.4273525992197
1505,12.3386226590266
1506,12.1510218341994
1507,12.3738709023795
1508,12.230852889867
1509,11.9812810189687
1510,11.9577943624408
1511,11.8939292575724
1512,12.0581776866295
1513,11.8622423177086
1514,11.9884573460752
1515,12.1379490072678
1516,11.9143157835607
1517,12.0085714106038
1518,11.8325415099057
1519,12.2577259074884
1520,11.8089561597805
1521,11.7769721777601
1522,12.0432144189393
1523,11.6623238105203
1524,11.8382599497966
1525,11.7071243343711
1526,11.722976868534
1527,11.5224749401509
1528,11.8216998662608
1529,11.921712235125
1530,12.1509543946149
1531,11.6148832787039
1532,11.598168751805
1533,11.9302747611502
1534,11.6637071935151
1535,11.9500131591807
1536,11.666231577598
1537,11.0346271770277
1538,11.9900405777469
1539,12.1455194808599
1540,11.452332693269
1541,11.9299969838742
1542,11.7990369615128
1543,12.2784686912407
1544,11.3346342740113
1545,11.696788069655
1546,11.7842100454021
1547,11.8653664562132
1548,11.8293300215636
1549,11.6678123217929
1550,11.7877716446391
1551,11.6490841837621
1552,11.7913571598757
1553,11.8947539655893
1554,11.676127035456
1555,11.9627535327403
1556,11.376889729831
1557,11.5315995121414
1558,11.3491364282471
1559,11.3524760694193
1560,11.9654887372105
1561,11.8201901257012
1562,11.765787263549
1563,11.6652592425197
1564,11.9079733811492
1565,11.8335805435888
1566,12.395343496501
1567,11.0990790979367
1568,12.2594619819261
1569,11.7664029204048
1570,11.8238348592961
1571,11.6731980887101
1572,11.8812160284445
1573,12.2562438314951
1574,11.671695880339
1575,12.2484235654962
1576,12.3218275965962
1577,12.1890279011127
1578,11.8973614037479
1579,11.9046247550185
1580,12.1507337981786
1581,11.9190337047321
1582,11.7682769568323
1583,12.6883639623794
1584,12.2535213783994
1585,11.8521755001715
1586,11.0815138139453
1587,11.3986703957346
1588,11.9294776187257
1589,11.3318026615534
1590,11.7692133963619
1591,11.4760509427566
1592,11.7112457409783
1593,11.7606927312145
1594,11.9000707905146
1595,11.7544532489632
1596,12.4134135733556
1597,12.1287084343631
1598,12.2711648511023
1599,12.121268820187
1600,12.0951247568753
1601,11.1094325170798
1602,11.4786717179804
1603,11.4591565296262
